,Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA
266,1321964687,623SSK,CT,999,07/29/2013,21,SDN,TOYOT,S,83030,59690,18630,20071031,71.0,71,0,537860,KN09,0,0900A,,K,F,77,SULLIVAN PL,,0.0,408.0,D1,,YBBYBBB,0830A,1000A,BLUE,0.0,0.0,-,0.0,,,,,,,,,,,,,
267,1321964705,GKS6070,PA,PAS,07/30/2013,21,SUBN,TOYOT,S,0,0,0,20130630,71.0,71,0,537860,KN09,0,0742A,,K,,,E/S FRANKLIN AVE,S/O CROWN ST,0.0,408.0,D1,,BYBBYBB,0730A,0800A,WHITE,0.0,0.0,-,0.0,,,,,,,,,,,,,
268,1321964717,GFC5680,NY,PAS,07/30/2013,21,SUBN,CHEVR,S,0,0,0,20130630,71.0,71,0,537860,KN09,0,0745A,,K,,,E/S FRANKLIN AVE,S/O CROWN ST,0.0,408.0,D1,,BYBBYBB,0730A,0800A,GREEN,0.0,1996.0,-,0.0,,,,,,,,,,,,,
269,1321964742,GEN8895,NY,PAS,07/30/2013,21,SDN,HONDA,S,67030,69530,26630,20150404,71.0,71,0,537860,KN09,0,0813A,,K,F,1290,NOSTRAND AVE,,0.0,408.0,D1,,YYYYYYB,0800A,0830A,WHITE,0.0,0.0,-,0.0,,,,,,,,,,,,,
270,1321964754,GGT7398,NY,PAS,07/30/2013,21,SDN,HONDA,S,54070,30930,62330,20150512,71.0,71,0,537860,KN09,0,0837A,,K,F,396,KINGSTON AVE,,0.0,408.0,D1,,YYYYYBB,0830A,0900A,BLACK,0.0,2013.0,-,0.0,,,,,,,,,,,,,
271,1321964778,GAD2245,NY,PAS,07/30/2013,21,SDN,INFIN,S,54070,30930,62330,20140724,71.0,71,0,537860,KN09,0,0841A,,K,F,386,KINGSTON AVE,,0.0,408.0,D1,,YYYYYBB,0830A,0900A,GRAY,0.0,2012.0,-,0.0,,,,,,,,,,,,,
272,1321964810,HXG2677,PA,PAS,07/26/2013,21,SUBN,HYUND,S,89730,24830,30930,0,71.0,71,0,534144,SI02,0,0910A,,K,F,881,WASHINGTON AVE,,0.0,408.0,D1,,BYBBYBB,0830A,1000A,BROWN,0.0,0.0,-,0.0,,,,,,,,,,,,,
273,1321964821,HZM0752,PA,PAS,07/26/2013,21,SDN,MITSU,S,62330,89730,67047,0,71.0,71,0,534144,SI02,0,0918A,,K,O,100,MONTGOMERY ST,,0.0,408.0,D1,,BYBBYBB,0830A,1000A,GREEN,0.0,0.0,-,0.0,,,,,,,,,,,,,
274,1321964869,GGF3924,NY,PAS,07/26/2013,21,SDN,TOYOT,S,62330,82130,57600,20150514,71.0,71,0,534144,SI02,0,0926A,,K,F,268,MONTGOMERY ST,,0.0,408.0,D1,,BYBBYBB,0830A,1000A,GREEN,0.0,2002.0,-,0.0,,,,,,,,,,,,,
275,1321964882,GAR7765,NY,PAS,07/26/2013,21,SDN,NISSA,S,72230,67030,64830,20150113,71.0,71,0,534144,SI02,0,0945A,,K,F,1216,PRESIDENT ST,,0.0,408.0,D1,,BYBBYBB,0930A,1100A,SILVE,0.0,2011.0,-,0.0,,,,,,,,,,,,,
276,1321964912,KXF605,MA,999,07/26/2013,21,SDN,TOYOT,S,86530,73690,67030,0,71.0,71,0,534144,SI02,0,0959A,,K,F,1162,UNION ST,,0.0,408.0,D1,,BYBBYBB,0930A,1100A,BLUE,0.0,0.0,-,0.0,,,,,,,,,,,,,
277,1321964924,753VRT,FL,PAS,07/26/2013,21,SDN,LEXUS,S,86530,54070,12130,0,71.0,71,0,534144,SI02,0,1116A,,K,F,1448,UNION ST,,0.0,408.0,D1,,BYBBYBB,1100A,1230P,PURPL,0.0,0.0,-,0.0,,,,,,,,,,,,,
278,1321965217,GTBN541,CA,PAS,07/26/2013,21,SUBN,FORD,S,30930,18630,73690,20130930,71.0,71,0,537860,KN09,0,0905A,,K,F,192,CROWN ST,,0.0,408.0,D1,,BYBBYBB,0830A,1000A,WHITE,0.0,0.0,-,0.0,,,,,,,,,,,,,
279,1321965229,VTF63X,NJ,PAS,07/26/2013,21,SUBN,CHRYS,S,72230,18630,73690,0,71.0,71,0,537860,KN09,0,0942A,,,F,1066,PRESIDENT ST,,0.0,408.0,D1,,BYBBYBB,0930A,1100A,TAN,0.0,0.0,-,0.0,,,,,,,,,,,,,
280,1321965230,GFM3569,NY,PAS,07/26/2013,21,SUBN,HONDA,S,72230,41930,18630,20150313,71.0,71,0,537860,KN09,0,0944A,,K,F,1030,PRESIDENT ST,,0.0,408.0,D1,,BYBBYBB,0930A,1100A,SILVE,0.0,2013.0,-,0.0,,,,,,,,,,,,,
281,1321965242,PM350B,NJ,PAS,07/26/2013,21,SDN,HONDA,S,72230,41930,18630,0,71.0,71,0,537860,KN09,0,0947A,,K,F,1020,PRESIDENT ST,,0.0,408.0,D1,,BYBBYBB,0930A,1100A,BROWN,0.0,0.0,-,0.0,,,,,,,,,,,,,
282,1321965310,HNE4014,PA,PAS,07/27/2013,21,SDN,DODGE,S,67030,30930,62330,20140531,71.0,71,0,537860,KN09,0,0810A,,K,F,944,NOSTRAND AVE,,0.0,408.0,D1,,YYYYYYB,0800A,0830A,GRAY,0.0,0.0,-,0.0,,,,,,,,,,,,,
283,1321965333,SYK22W,NJ,PAS,07/27/2013,21,SDN,HONDA,S,86630,30930,62330,0,71.0,71,0,537860,KN09,0,0838A,,K,F,392,UTICA AVE,,0.0,408.0,D1,,YYYYYYB,0830A,0900A,TAN,0.0,0.0,-,0.0,,,,,,,,,,,,,
284,1321965345,GJE3444,NY,PAS,07/27/2013,21,SDN,NISSA,S,86630,30930,62330,20130903,71.0,71,0,537860,KN09,0,0842A,,K,F,389,UTICA AVE,,0.0,408.0,D1,,YYYYYYB,0830A,0900A,BLACK,0.0,2013.0,-,0.0,,,,,,,,,,,,,
285,1321965357,HYC9876,PA,PAS,07/27/2013,21,SUBN,CHEVR,S,86630,24830,30930,20131231,71.0,71,0,537860,KN09,0,0845A,,K,F,353,UTICA AVE,,0.0,408.0,D1,,YYYYYYB,0830A,0900A,RED,0.0,0.0,-,0.0,,,,,,,,,,,,,
286,1321965370,J75CCH,NJ,PAS,07/29/2013,21,SDN,NISSA,S,41930,72230,24830,0,71.0,71,0,537860,KN09,0,0745A,,K,F,879,FRANKLIN AVE,,0.0,408.0,D1,,YYYYYYB,0730A,0800A,SILVE,0.0,0.0,-,0.0,,,,,,,,,,,,,
287,1321965394,597KEQ,OK,PAS,07/29/2013,21,P-U,NISSA,S,67030,81530,54930,20131131,71.0,71,0,537860,KN09,0,0808A,,K,F,1054,NOSTRAND AVE,,0.0,408.0,D1,,YYYYYYB,0800A,0830A,BLUE,0.0,0.0,-,0.0,,,,,,,,,,,,,
288,1321965448,S37CMN,NJ,PAS,07/25/2013,21,,HYUND,S,72230,73690,67030,0,71.0,71,0,539520,KN09,0,0940A,,K,F,1131,PRESIDENT ST,,0.0,408.0,D1,,YBBYBBB,0930A,1100A,GREEN,0.0,0.0,-,0.0,,,,,,,,,,,,,
289,1321965461,WEC28U,NJ,PAS,07/25/2013,21,,FORD,S,0,0,0,0,71.0,71,0,539520,KN09,0,0937A,,K,,,NORTHSIDE PRESIDENT,EAST OF NEW YORK AV,0.0,408.0,D1,,YBBYBBB,0930A,1100A,BLK,0.0,0.0,-,0.0,,,,,,,,,,,,,
290,1321965473,KXF605,MD,PAS,07/25/2013,21,DELV,TOYOT,S,86530,73690,67030,0,71.0,71,0,539520,KN09,0,1002A,,K,F,1219,UNION ST,,0.0,408.0,D1,,YBBYBBB,0930A,1100A,BLUE,0.0,0.0,-,0.0,,,,,,,,,,,,,
291,1321965515,54019JX,NY,COM,07/25/2013,21,VAN,FORD,S,0,0,0,20140930,71.0,71,0,539520,KN09,0,1135A,,K,,,S/S LEFFERTS AVE,E/O BALFUR PL,0.0,408.0,D1,,YBBYBBB,1100A,1230P,WHITE,0.0,2008.0,-,0.0,,,,,,,,,,,,,
292,1321965527,K9603P,TN,PAS,07/25/2013,21,DELV,KIA,S,0,0,0,0,71.0,71,0,539520,KN09,0,1137A,,K,,,S/S LEFFERTS AVE,E/O BALFOUR PL,0.0,408.0,D1,,YBBYBBB,1100A,1230P,WHITE,0.0,0.0,-,0.0,,,,,,,,,,,,,
293,1321965539,PAJ9940,GA,PAS,07/25/2013,21,,FORD,S,39430,64830,23330,0,71.0,71,0,539520,KN09,0,1144A,,K,F,479,EMPIRE BLVD,,0.0,408.0,D1,,YBBYBBB,1100A,1230P,WHITE,0.0,0.0,-,0.0,,,,,,,,,,,,,
294,1321965540,GHJ5857,NY,PAS,07/25/2013,21,SUBN,TOYOT,S,72230,23330,54070,20150623,71.0,71,0,539520,KN09,0,1153A,,K,F,1383,PRESIDENT ST,,0.0,408.0,D1,,YBBYBBB,1100A,1230P,GOLD,0.0,2002.0,-,0.0,,,,,,,,,,,,,
295,1321965618,SARATH,NY,SRF,07/27/2013,21,SUBN,TOYOT,S,40930,67047,54930,20140411,71.0,71,0,534115,KN09,0,0736A,,K,O,495,FLATBUSH AVE,,0.0,408.0,D1,,YYYYYYB,0730A,0800A,GREY,0.0,2005.0,-,0.0,,,,,,,,,,,,,
296,1321965631,GFE9445,NY,PAS,07/26/2013,21,SDN,TOYOT,S,40930,93830,69530,20150321,71.0,71,0,534115,KN09,0,0744A,,K,F,720,FLATBUSH AVE,,0.0,408.0,D1,,YYYYYYB,0730A,0800A,BLACK,0.0,2013.0,-,0.0,,,,,,,,,,,,,
297,1321965655,715YPC,FL,PAS,07/27/2013,21,SDN,NISSA,S,69530,67047,69630,0,71.0,71,0,534115,KN09,0,0747A,,K,F,208,PARKSIDE AVE,,0.0,408.0,D1,,YYYYYYB,0730A,0800A,WHITE,0.0,0.0,-,0.0,,,,,,,,,,,,,
298,1321965667,JBV0266,PA,PAS,07/27/2013,21,SDN,INFIN,S,0,40404,40404,0,71.0,71,0,534115,KN09,0,0748A,,K,F,218,PORKSIDE AVE,,0.0,408.0,D1,,YYYYYYB,0730A,0800A,GREY,0.0,0.0,-,0.0,,,,,,,,,,,,,
299,1321965680,SARATH,NY,SRF,07/26/2013,21,SUBN,TOYOT,S,40930,67047,54930,20140411,71.0,71,0,534115,KN09,0,0737A,,K,O,495,FLATBUSH AVE,,0.0,408.0,D1,,YYYYYYB,0730A,0800A,GREY,0.0,2005.0,-,0.0,,,,,,,,,,,,,
300,1321965692,8775,PA,PAS,07/26/2013,21,SDN,VOLKS,S,56130,35140,67047,0,71.0,71,0,534115,KN09,0,0739A,,K,F,17,LINCOLN RD,,0.0,408.0,D1,,YYYYYYB,0730A,0800A,BLACK,0.0,0.0,-,0.0,,,,,,,,,,,,,
301,1321965722,MRGLUV,NY,SRF,07/26/2013,21,SUBN,FORD,S,40430,12130,86030,20150226,71.0,71,0,534115,KN09,0,1208P,,K,O,755,FENIMORE ST,,0.0,408.0,D1,,BYBBYBB,1200P,0130P,BLUE,0.0,1997.0,-,0.0,,,,,,,,,,,,,
302,1321965771,884GHW,ON,PAS,08/05/2013,21,SDN,TOYOT,S,40930,40404,40404,0,71.0,71,0,534115,KN09,0,0740A,,K,F,550 A,FLATBUSH AVE,,0.0,408.0,F1,,YYYYYYB,0730A,0800A,GREY,0.0,0.0,-,0.0,,,,,,,,,,,,,
303,1321965783,GBN4223,NY,PAS,08/05/2013,46,SDN,ME/BE,S,69630,32600,69530,20141025,71.0,71,0,534115,KN09,0,0747A,,K,F,1,PARKSIDE CT,,0.0,408.0,D1,,BBBBBBB,ALL,ALL,GREY,0.0,2006.0,-,0.0,,,,,,,,,,,,,
304,1321965801,936769,RI,PAS,08/05/2013,21,SDN,VOLKS,S,40930,25830,40430,0,71.0,71,0,534115,KN09,0,0755A,,K,F,615,FLATBUSH AVE,,0.0,408.0,D1,,YYYYYYB,0700A,1000A,BLUE,0.0,0.0,-,0.0,,,,,,,,,,,,,
305,1321966039,GCH1585,99,PAS,08/01/2013,21,SUBN,CHEVR,S,30930,40404,40404,20141231,71.0,71,0,539556,BK09,0,1247P,,K,F,1621,CROWN STREET,,0.0,408.0,D1,,YBBYBBB,1200P,0130P,WHITE,0.0,2003.0,-,0.0,,,,,,,,,,,,,
306,1321966052,IGN268,SC,PAS,08/01/2013,21,FOUR,CHEVR,S,62330,12130,86030,0,71.0,71,0,539556,BK09,0,0100P,,K,F,835,MONTGOMERY STREET,,0.0,408.0,D1,,YBBYBBB,1200P,0130,BLACK,0.0,0.0,-,0.0,,,,,,,,,,,,,
307,1321966076,GDX5071,NY,PAS,08/10/2013,14,FOUR,TOYOT,S,12810,26790,26990,20150219,5.0,5,0,539556,ME03,0,0730A,,NY,F,84,BAYARD STREET,,0.0,408.0,C,,YYYYYYB,0700A,0800A,SILVE,0.0,2011.0,-,0.0,,,,,,,,,,,,,
308,1321966088,NGNL898,NY,SRF,08/10/2013,14,SUBN,LEXUS,S,12810,26790,26990,20141028,5.0,5,0,539556,ME03,0,0736A,,NY,F,84,BAYARD STREET,,0.0,408.0,D1,,YYYYYYB,0700A,0800,BLACK,0.0,2013.0,-,0.0,,,,,,,,,,,,,
309,1321966246,GBV2296,NY,PAS,08/02/2013,21,SDN,INFIN,S,56130,35140,67047,20140831,71.0,71,0,539520,KN09,0,0738A,,K,O,17,LINCOLN RD,,0.0,408.0,D1,,YYBBYBB,0730A,0800A,BLK,0.0,2009.0,-,0.0,,,,,,,,,,,,,
310,1321966374,JCT9752,VA,PAS,08/02/2013,21,DELV,ACURA,S,60830,40930,18630,0,71.0,71,0,539520,KN09,0,1004A,,K,F,94,MIDWOOD ST,,0.0,408.0,D1,,BYBBYBB,0930A,1100A,RED,0.0,0.0,-,0.0,,,,,,,,,,,,,
311,1325680497,K98CFS,NJ,PAS,07/30/2013,20,SDN,CHEVR,S,19410,24890,10210,0,25.0,25,0,956126,MN00,0,0955A,,NY,F,177,E 123RD ST,,0.0,408.0,D1,,BBBBBBB,ALL,ALL,WHITE,0.0,0.0,-,0.0,,,,,,,,,,,,,
312,1325680515,724XJU,CT,PAS,08/13/2013,21,SDN,ACURA,S,19410,24890,10210,0,25.0,25,0,956126,MNCC,0,1150A,,NY,F,186,E 123RD ST,,0.0,408.0,D1,,BYBBYBB,1130A,0100P,SILVE,0.0,0.0,-,0.0,,,,,,,,,,,,,
313,1325680606,GEL3623,NY,PAS,07/11/2013,21,SDN,SAAB,S,36370,24690,10610,20141011,32.0,32,0,980335,MNLC,0,0945A,,NY,F,115,WEST 130 STREET,,0.0,408.0,D1,,YBBYBBB,0930A,1100A,BLK,0.0,2004.0,-,0.0,,,,,,,,,,,,,
314,1325680655,GBH4437,NY,PAS,07/25/2013,21,SDN,HONDA,S,36510,24690,10610,20140816,32.0,32,0,980335,MNCC,0,1140A,,NY,F,137,WEST 137 STREET,,0.0,408.0,D1,,YYBYBBB,1130A,0100P,BLK,0.0,2004.0,-,0.0,,,,,,,,,,,,,
315,1325680667,VDS83K,NJ,PAS,07/26/2013,21,SDN,ME/BE,S,24690,36290,36310,0,28.0,28,0,980335,MNCC,0,0810A,,NY,F,325,LENOX AVE,,0.0,408.0,D1,,YYYYYYB,0800A,0900A,BLK,0.0,0.0,-,0.0,,,,,,,,,,,,,
316,1325680692,LDSP1,NY,PAS,07/29/2013,21,SUBN,DODGE,S,25390,19490,19510,20140109,25.0,25,0,980335,MNCC,0,0812A,,NY,F,2006,MADISON AVE,,0.0,408.0,D1,,YBBYBBB,0800A,0930A,GRAY,0.0,2004.0,-,0.0,,,,,,,,,,,,,
317,1325733817,HX54671,NY,PAS,07/24/2013,14,SDN,CHEVR,P,0,40404,40404,20140405,43.0,43,43,948583,0043,0,0455P,,BX,O,3,SOUNDVIEW,,0.0,408.0,F1,,BBBBBBB,ALL,ALL,YELLO,0.0,1971.0,-,0.0,,,,,,,,,,,,,
318,1325733830,GDZ6563,NY,PAS,07/24/2013,14,SDN,TOYOT,P,0,40404,40404,20140329,43.0,43,43,948583,0043,0,0811P,,BX,O,3,SOUNDIVEW,,0.0,408.0,C,,BBBBBBB,ALL,ALL,GREY,0.0,2005.0,-,0.0,,,,,,,,,,,,,
319,1325733842,Y62CRM,NJ,PAS,07/24/2013,14,VAN,CHEVR,P,0,40404,40404,0,43.0,43,43,948583,0043,0,0816P,,BX,F,3,SOUNDVIEW,,0.0,408.0,C,,BBBBBBB,ALL,ALL,GREEN,0.0,0.0,-,0.0,,,,,,,,,,,,,
320,1325733878,T635444C,NY,SRF,08/13/2013,46,SUBN,TOYOT,P,0,40404,40404,20140430,,0,43,948583,0043,0,0737P,,BX,F,805,SANDVIEW,,0.0,408.0,F1,,BBBBBBB,ALL,ALL,BLACK,0.0,2010.0,-,0.0,,,,,,,,,,,,,
321,1325763779,GEX5781,NY,PAS,08/18/2013,20,SDN,ACURA,P,54120,45120,19965,20150421,43.0,43,43,948200,0043,0,0730P,,,F,829,NOBLE AVE,,0.0,408.0,D3,,BBBBBBB,ALL,ALL,GREEN,0.0,1999.0,-,0.0,,,,,,,,,,,,,
322,1325764140,GCP9678,NY,PAS,08/06/2013,21,SUBN,FORD,P,0,0,0,20131221,43.0,43,43,938095,0043,0,0955A,,BX,,,C/O FTELEY AVE,E 174 ST,0.0,408.0,D1,,BBBBBBB,ALL,ALL,BLUE,0.0,2002.0,-,0.0,,,,,,,,,,,,,
323,1325768029,GEX1495,NY,PAS,08/10/2013,20,SDN,HONDA,P,0,40404,40404,20150226,43.0,43,43,950089,0043,0,0727P,0726P,BX,O,1526,ODELL AVE,,0.0,408.0,F7,,BBBBBBB,ALL,ALL,TAN,0.0,1998.0,-,0.0,,,,,,,,,,,,,
324,1325841810,531432,RI,PAS,07/24/2013,98,SDN,,P,18290,17540,17740,0,102.0,102,102,937001,0102,0,0810A,,Q,F,86-14,91 AVE,,0.0,408.0,E2,,BBBBBBB,ALL,ALL,BLUE,0.0,0.0,-,0.0,,,,,,,,,,,,,
325,1325847720,GEF7234,NY,PAS,07/25/2013,98,SDN,TOYOT,P,18390,18290,28890,20150327,102.0,102,102,937409,0102,0,0347P,,Q,F,91-18,91 ST,,0.0,408.0,K6,,BBBBBBB,ALL,ALL,RED,0.0,1993.0,-,0.0,,,,,,,,,,,,,
326,1325855741,K98DBH,NJ,PAS,07/21/2013,40,SDN,BMW,P,0,0,0,0,109.0,109,102,944464,0102,0,0600P,,Q,,,W/S 125 ST,100FT S ATLANTIC AVE,0.0,408.0,K6,,BBBBBBB,ALL,ALL,WH,0.0,0.0,-,0.0,,,,,,,,,,,,,
327,1325855777,GED7080,NY,PAS,08/05/2013,98,SDN,TOYOT,P,19690,19340,19590,20150317,102.0,102,102,944464,0102,0,0250P,,Q,F,101-42,103 ST,,0.0,408.0,J6,,BBBBBBB,ALL,ALL,TAN,0.0,1999.0,-,0.0,,,,,,,,,,,,,
328,1325855789,GBJ1134,NY,PAS,07/21/2013,67,SUBN,FORD,P,0,0,0,20140831,102.0,102,102,944464,0102,0,0200P,,Q,,,N/W C/O 97 AVE,126 ST,0.0,408.0,K6,,BBBBBBB,ALL,ALL,GY,0.0,2002.0,-,0.0,,,,,,,,,,,,,
329,1325859126,GDX9586,NY,PAS,07/16/2013,71,SUBN,CHEVR,X,27090,22970,23010,20141230,105.0,105,105,943196,0105,0,0940A,,Q,O,145-10,227 ST,,0.0,408.0,E2,,BBBBBBB,ALL,ALL,GN,0.0,1997.0,-,0.0,,,,,,,,,,,,,
330,1325908927,618XSB,FL,PAS,07/28/2013,17,SDN,FORD,X,10010,17510,17530,20140601,3.0,3,1,644236,0001,0,0942P,,NY,F,455,1ST AVE,,0.0,408.0,C4,,BBBBBBB,ALL,ALL,WHITE,0.0,0.0,-,0.0,,,,,,,,,,,,,
331,1325916080,581629,NY,PAS,07/31/2013,17,FOUR,TOYOT,X,34220,26730,26760,20130929,42.0,42,2,992762,0002,0,1210P,,BX,F,1309,FULTON AVE,,0.0,408.0,C4,,YYYYYYY,0700A,0700P,BLUE,0.0,2007.0,-,0.0,,,,,,,,,,,,,
332,1325916092,581629,NY,PAS,08/05/2013,17,FOUR,TOYOT,X,34220,26730,26760,20130929,42.0,42,2,992762,0002,0,1059A,0817A,BX,F,1309,FULTON AVE,,0.0,408.0,C4,,YYYYYYY,0700A,0700P,BLUE,0.0,2007.0,-,0.0,,,,,,,,,,,,,
333,1325916109,581629,NY,PAS,08/07/2013,17,SDN,TOYOT,X,34220,26730,26760,20130929,42.0,42,2,992762,0002,0,1212P,0820A,BX,F,1309,FULTON AVENUE,,0.0,408.0,C4,,YYYYYYY,0700A,0700P,BLUE,0.0,2007.0,-,0.0,,,,,,,,,,,,,
334,1325916420,581629,NY,PAS,08/09/2013,17,FOUR,TOYOT,X,34220,26730,26760,20130929,42.0,42,2,992762,0002,0,0319P,0137P,BX,F,1309,FULTON AVENUE,,0.0,408.0,C4,,YYYYYYY,0700A,0700P,BLUE,0.0,2007.0,-,0.0,,,,,,,,,,,,,
335,1325916432,581629,NY,PAS,07/10/2013,17,FOUR,TOYOT,X,34220,26730,26760,20130929,42.0,42,2,992762,0002,0,0845A,,BX,F,1309,FULTON AVENUE,,0.0,408.0,C4,,YYYYYYY,0700A,0700P,BLUE,0.0,2007.0,-,0.0,,,,,,,,,,,,,
336,1325916444,581629,NY,PAS,07/18/2013,17,FOUR,TOYOT,X,34220,26730,26760,20130929,42.0,42,2,992762,0002,0,1149A,,BX,F,1309,FULTON AVENUE,,0.0,408.0,F2,,YYYYYYY,0700A,0700P,BLUE,0.0,2007.0,-,0.0,,,,,,,,,,,,,
337,1325916456,581629,NY,PAS,07/22/2013,17,FOUR,TOYOT,X,34220,26730,26760,20130929,42.0,42,2,992762,0002,0,0916A,,BX,F,1309,FULTON AVENUE,,0.0,408.0,C4,,YYYYYYY,0700A,0700P,BLUE,0.0,2007.0,-,0.0,,,,,,,,,,,,,
338,1325916468,581629,NY,PAS,07/29/2013,17,FOUR,TOYOT,X,34220,26730,26760,20130929,42.0,42,2,992762,0002,0,1219P,,BX,F,1309,FULTON AVE,,0.0,408.0,D1,,YYYYYYY,0700A,0700P,BLUE,0.0,2007.0,-,0.0,,,,,,,,,,,,,
339,1325916470,581629,NY,PAS,08/01/2013,17,FOUR,TOYOT,X,34220,26730,26760,20130929,42.0,42,2,992762,0002,0,0955A,,BX,F,1309,FULTON AVE,,0.0,408.0,C4,,YYYYYYY,0700A,0700P,BLUE,0.0,2007.0,-,0.0,,,,,,,,,,,,,
340,1325928690,404AAN,IN,PAS,08/11/2013,17,,VOLVO,X,10010,17510,17530,0,13.0,13,1,650968,0001,0,0447P,,NY,F,455,FIRST AVENUE,,0.0,408.0,C4,,BBBBBBB,ALL,ALL,GRAY,0.0,0.0,-,0.0,,,,,,,,,,,,,
341,1325928720,GDE6398,NY,PAS,08/15/2013,17,FOUR,TOYOT,X,10010,17510,17530,20141015,13.0,13,1,650968,0001,0,0535P,,NY,F,455,FIRST AVENUE,,0.0,408.0,C4,,BBBBBBB,ALL,ALL,GRAY,0.0,2004.0,-,0.0,,,,,,,,,,,,,
342,1325928744,GGV7630,PA,PAS,08/18/2013,17,SDN,HONDA,X,10010,17510,17530,0,13.0,13,1,650968,0001,0,0530P,,NY,F,455,FIRST AVENUE,,0.0,408.0,C4,,BBBBBBB,ALL,ALL,WHITE,0.0,0.0,-,0.0,,,,,,,,,,,,,
343,1325928770,GGR4052,NY,PAS,08/18/2013,17,FOUR,NISSA,X,10010,17510,17530,20150529,13.0,13,1,650968,0001,0,1121P,,NY,F,455,FIRST AVENUE,,0.0,408.0,C4,,BBBBBBB,ALL,ALL,GRAY,0.0,2013.0,-,0.0,,,,,,,,,,,,,
344,1325972393,GBX9511,NY,PAS,07/14/2013,46,SDN,BMW,P,0,0,0,20150108,34.0,34,34,940937,0034,0,0238A,,NY,O,,C/O SHERMAN AVE,DYCKMAN ST,0.0,408.0,D,,BBBBBBB,ALL,ALL,WHITE,0.0,2011.0,-,0.0,,,,,,,,,,,,,
345,1326097477,WPV92U,NJ,PAS,08/05/2013,98,SUBN,TOYOT,P,0,40404,40404,0,79.0,79,79,949944,0079,0,0755P,,K,F,531,LAFAYETTE,,0.0,408.0,F1,,BBBBBBB,ALL,ALL,BLK,0.0,0.0,-,0.0,,,,,,,,,,,,,
346,1326301135,GCP9316,NY,PAS,08/18/2013,14,SDN,ACURA,P,71690,40404,40404,20141107,50.0,50,135,940824,0135,0,0230A,,BX,,,VERVELEEN PLACE,,0.0,408.0,F2,,BBBBBBB,ALL,ALL,BLACK,0.0,2008.0,-,0.0,,,,,,,,,,,,,
347,1326301147,JGG9794,PA,PAS,08/18/2013,14,SDN,LEXUS,P,71690,40404,40404,0,50.0,50,138,940824,0138,0,0220A,,BX,,,VERVELEEN PLACE,,0.0,408.0,C,,BBBBBBB,ALL,ALL,SILVE,0.0,0.0,-,0.0,,,,,,,,,,,,,
348,1326301159,GAW6828,NY,PAS,08/18/2013,14,SDN,VOLKS,P,71690,40404,40404,20140712,50.0,50,138,940824,0138,0,0220A,,BX,,,VERVELEEN PLACE,,0.0,408.0,J6,,BBBBBBB,ALL,ALL,BK,0.0,2009.0,-,0.0,,,,,,,,,,,,,
349,1326352684,GGS6415,NY,PAS,07/07/2013,14,SDN,JEEP,P,45830,32600,92430,20150611,83.0,83,83,951487,0083,0,0405P,,K,F,26,GREEN ST,,0.0,408.0,F1,,BBBBBBB,ALL,ALL,WHITE,0.0,1996.0,-,0.0,,,,,,,,,,,,,
350,1326367304,JJA6304,PA,PAS,07/30/2013,78,DELV,GMC,P,63030,50130,47330,0,83.0,83,83,921634,0083,0,0423A,,K,F,1381,MYRTLE AVENUE,,0.0,408.0,K6,,BBBBBBB,ALL,ALL,WHITE,0.0,0.0,-,0.0,,,,,,,,,,,,,
351,1326367316,XZ758G,NJ,PAS,07/30/2013,78,DELV,FORD,P,63030,25330,81930,0,83.0,83,83,921634,0083,0,0430A,,K,F,1325,MYRTLE AVENUE,,0.0,408.0,K6,,BBBBBBB,ALL,ALL,WHITE,0.0,0.0,-,0.0,,,,,,,,,,,,,
352,1326367330,XAUM69,NJ,PAS,07/30/2013,78,DELV,FORD,P,40030,65630,43630,0,83.0,83,83,921634,0083,0,0435A,,K,F,80,EVERGREEN AVE,,0.0,408.0,K6,,BBBBBBB,ALL,ALL,WHITE,0.0,0.0,-,0.0,,,,,,,,,,,,,
353,1326367341,XT254Y,NJ,PAS,07/30/2013,78,DELV,FORD,P,40030,65630,43630,0,83.0,83,83,921634,0083,0,0437A,,K,F,80,EVERGREEN AVE,,0.0,408.0,E2,,BBBBBBB,ALL,ALL,WHITE,0.0,0.0,-,0.0,,,,,,,,,,,,,
354,1326367377,ZBL9225,PA,PAS,08/09/2013,78,DELV,UD,P,63030,47330,45930,0,83.0,83,83,921634,0083,0,0335A,,K,F,1411,MYRTLE AVE,,0.0,408.0,K6,,BBBBBBB,ALL,ALL,WHITE,0.0,0.0,-,0.0,,,,,,,,,,,,,
